hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	lncipedia	gtrnadb	agr	mane_select
HGNC:50	ABCB9	ATP binding cassette subfamily B member 9	protein-coding gene	gene with protein product	Approved	12q24.31	12q24.31	EST122234			ATP-binding cassette, sub-family B (MDR/TAP), member 9	ATP binding cassette subfamily B	806	1999-10-26		2015-11-13	2020-09-17	23457	ENSG00000150967	OTTHUMG00000168769	uc058upb.1	U66676	NM_019624	"CCDS58287|CCDS58286|CCDS58288|CCDS9241"	Q9NP78	8894702	MGI:1861729	RGD:620254			605453										objectId:776										HGNC:50	"ENST00000280560.13|NM_019625.4"
HGNC:41	ABCB10	ATP binding cassette subfamily B member 10	protein-coding gene	gene with protein product	Approved	1q42.13	01q42.13	"EST20237|M-ABC2|MTABC2"	"ATP-binding cassette sub-family B member 10, mitochondrial|ATP-binding cassette transporter 10|ABC transporter 10 protein|mitochondrial ATP-binding cassette 2"		ATP-binding cassette, sub-family B (MDR/TAP), member 10	ATP binding cassette subfamily B	806	1999-10-26		2015-11-13	2020-09-17	23456	ENSG00000135776	OTTHUMG00000039471	uc001htp.4	U18237	NM_012089	CCDS1580	Q9NRK6	7766993	MGI:1860508	RGD:1311222			605454										objectId:777										HGNC:41	"ENST00000344517.5|NM_012089.3"
HGNC:42	ABCB11	ATP binding cassette subfamily B member 11	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1	"ABC16|SPGP|PFIC-2|PGY4"	ABC member 16, MDR/TAP subfamily	"BSEP|PFIC2"	"progressive familial intrahepatic cholestasis 2|bile salt export pump|ATP-binding cassette, sub-family B (MDR/TAP), member 11"	ATP binding cassette subfamily B	806	1998-09-25		2015-11-13	2021-05-26	8647	ENSG00000073734	OTTHUMG00000154039	uc002ueo.2	AF091582	NM_003742	CCDS46444	O95342	9806540	MGI:1351619	RGD:619930	"CCHMC-BMI & UC Hearing Loss Mutation Database|https://research.cchmc.org/LOVD/home.php?select_db=ABCB11|LRG_1199|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1199.xml"		603201					117631					objectId:778										HGNC:42	"ENST00000650372.1|NM_003742.4"
HGNC:51	ABCC1	ATP binding cassette subfamily C member 1	protein-coding gene	gene with protein product	Approved	16p13.11	16p13.11	GS-X	glutathione S-conjugate export pump	"MRP|MRP1"	"multidrug resistance associated protein 1|ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	ATP binding cassette subfamily C	807	1993-06-29		2015-11-13	2021-05-26	4363	ENSG00000103222	OTTHUMG00000048267	uc010bvi.4	L05628	NM_004996	CCDS42122	P33527	"8098549|1360704"	MGI:102676	RGD:3112			158343					469890					objectId:779										HGNC:51	"ENST00000399410.8|NM_004996.4"
HGNC:53	ABCC2	ATP binding cassette subfamily C member 2	protein-coding gene	gene with protein product	Approved	10q24.2	10q24.2	"DJS|MRP2|cMRP"		CMOAT	"canalicular multispecific organic anion transporter 1|ATP-binding cassette, sub-family C (CFTR/MRP), member 2"	ATP binding cassette subfamily C	807	1997-05-09		2015-11-13	2021-05-26	1244	ENSG00000023839	OTTHUMG00000018895	uc001kqf.3	U63970	NM_000392	CCDS7484	Q92887	"8797578|9284939"	MGI:1352447	RGD:2366	LRG_1208|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1208.xml		601107					117652					objectId:780										HGNC:53	"ENST00000647814.1|NM_000392.5"
HGNC:54	ABCC3	ATP binding cassette subfamily C member 3	protein-coding gene	gene with protein product	Approved	17q21.33	17q21.33	"MRP3|cMOAT2|EST90757|MLP2|MOAT-D"	canalicular multispecific organic anion transporter 2		ATP-binding cassette, sub-family C (CFTR/MRP), member 3	ATP binding cassette subfamily C	807	1999-10-26		2015-11-13	2020-09-17	8714	ENSG00000108846	OTTHUMG00000162245	uc002isl.4	Y17151	NM_020038	"CCDS45739|CCDS32681"	O15438	"8894702|9827529"	MGI:1923658	RGD:71101			604323					469892					objectId:781										HGNC:54	"ENST00000285238.13|NM_003786.4"
HGNC:55	ABCC4	ATP binding cassette subfamily C member 4	protein-coding gene	gene with protein product	Approved	13q32.1	13q32.1	"MRP4|EST170205|MOAT-B|MOATB"	"canalicular multispecific organic anion transporter (ABC superfamily)|bA464I2.1 (ATP-binding cassette, sub-family C (CFTR/MRP), member 4)|multidrug resistance-associated protein 4|multispecific organic anion transporter B"		ATP-binding cassette, sub-family C (CFTR/MRP), member 4	ATP binding cassette subfamily C	807	1999-10-26		2015-11-13	2021-05-26	10257	ENSG00000125257	OTTHUMG00000017216	uc001vmd.5	U66682	NM_005845	"CCDS9474|CCDS45061|CCDS76643|CCDS86356"	O15439	"8894702|9661885"	MGI:2443111	RGD:620266	LRG_1183|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1183.xml		605250					469894					objectId:782										HGNC:55	"ENST00000645237.2|NM_005845.5"
HGNC:56	ABCC5	ATP binding cassette subfamily C member 5	protein-coding gene	gene with protein product	Approved	3q27.1	03q27.1	"MRP5|SMRP|EST277145|MOAT-C"			ATP-binding cassette, sub-family C (CFTR/MRP), member 5	ATP binding cassette subfamily C	807	1999-10-26		2015-11-13	2020-09-17	10057	ENSG00000114770	OTTHUMG00000156871	uc003fmg.4	AF104942	NM_005688	"CCDS33898|CCDS43176"	O15440	"8894702|9827529"	MGI:1351644	RGD:70913			605251										objectId:783										HGNC:56	"ENST00000334444.11|NM_005688.4"
HGNC:57	ABCC6	ATP binding cassette subfamily C member 6	protein-coding gene	gene with protein product	Approved	16p13.11	16p13.11	"MRP6|EST349056|MLP1|URG7"		"ARA|PXE"	"pseudoxanthoma elasticum|ATP-binding cassette, sub-family C (CFTR/MRP), member 6"	ATP binding cassette subfamily C	807	1997-10-27		2015-11-13	2021-05-26	368	ENSG00000091262	OTTHUMG00000129967	uc002den.5	AF076622	NM_001079528	"CCDS10568|CCDS58430"	O95255	"9721217|11439001"	MGI:1351634	RGD:620268	"Mutations of the Multidrug Resistance-associated Protein 6 (ABCC6/ MPR6/ MOAT-E)|http://www.retina-international.org/files/sci-news/abcc6mut.htm|LOVD at NCBI|http://www.ncbi.nlm.nih.gov/lovd/home.php?select_db=ABCC6|LRG_1115|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1115.xml"		603234					117658					objectId:784										HGNC:57	"ENST00000205557.12|NM_001171.6"
HGNC:59	ABCC8	ATP binding cassette subfamily C member 8	protein-coding gene	gene with protein product	Approved	11p15.1	11p15.1	"HI|PHHI|SUR1|MRP8|ABC36|HHF1|TNDM2"	sulfonylurea receptor (hyperinsulinemia)	"SUR|HRINS"	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	ATP binding cassette subfamily C	807	1995-01-10		2015-11-13	2021-05-26	6833	ENSG00000006071	OTTHUMG00000166316	uc001mnc.4	L78207	NM_000352	"CCDS73264|CCDS31437|CCDS86183|CCDS86184|CCDS86185"	Q09428	"7920639|7716548"	MGI:1352629	RGD:3786	LRG_790|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_790.xml		600509					117665					objectId:2594										HGNC:59	"ENST00000389817.8|NM_000352.6"
HGNC:60	ABCC9	ATP binding cassette subfamily C member 9	protein-coding gene	gene with protein product	Approved	12p12.1	12p12.1	"SUR2|CMD1O"	sulfonylurea receptor 2		ATP-binding cassette, sub-family C (CFTR/MRP), member 9	ATP binding cassette subfamily C	807	1999-10-26		2015-11-13	2021-05-26	10060	ENSG00000069431	OTTHUMG00000169094	uc001rfi.2	AF061323	NM_005691	"CCDS8693|CCDS8694"	O60706	"9457174|15034580"	MGI:1352630	RGD:3787	LRG_377|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_377.xml		601439					117673					objectId:2746										HGNC:60	
HGNC:52	ABCC10	ATP binding cassette subfamily C member 10	protein-coding gene	gene with protein product	Approved	6p21.1	06p21.1	"EST182763|MRP7|SIMRP7"			ATP-binding cassette, sub-family C (CFTR/MRP), member 10	"ATP binding cassette subfamily C|MicroRNA protein coding host genes"	"807|1691"	1999-10-26		2015-11-13	2020-09-17	89845	ENSG00000124574	OTTHUMG00000014733	uc003ouz.1	U66684	NM_033450	"CCDS4896|CCDS56430"	Q5T3U5	8894702	MGI:2386976	RGD:1306696			612509										objectId:785										HGNC:52	"ENST00000372530.9|NM_001198934.2"
HGNC:14639	ABCC11	ATP binding cassette subfamily C member 11	protein-coding gene	gene with protein product	Approved	16q12.1	16q12.1	MRP8			ATP-binding cassette, sub-family C (CFTR/MRP), member 11	ATP binding cassette subfamily C	807	2001-06-01		2015-11-13	2016-10-05	85320	ENSG00000121270	OTTHUMG00000133146	uc059txd.1	AF367202	NM_032583	"CCDS10733|CCDS10732"	Q96J66	"11483364|11435397"					607040										objectId:786										HGNC:14639	"ENST00000356608.7|NM_001370497.1"
HGNC:14640	ABCC12	ATP binding cassette subfamily C member 12	protein-coding gene	gene with protein product	Approved	16q12.1	16q12.1	MRP9			ATP-binding cassette, sub-family C (CFTR/MRP), member 12	ATP binding cassette subfamily C	807	2001-08-16		2015-11-13	2015-11-13	94160	ENSG00000140798	OTTHUMG00000133143	uc002efc.1	AY040220	NM_033226	CCDS10730	Q96J65	"11435397|11483364"	MGI:2441679	RGD:735100			607041										objectId:787										HGNC:14640	
HGNC:61	ABCD1	ATP binding cassette subfamily D member 1	protein-coding gene	gene with protein product	Approved	Xq28	Xq28	"AMN|ALDP|adrenoleukodystrophy"		ALD	ATP-binding cassette, sub-family D (ALD), member 1	ATP binding cassette subfamily D	808	1986-01-01		2015-11-13	2021-05-26	215	ENSG00000101986	OTTHUMG00000024215	uc004fif.2	Z21876	NM_000033	CCDS14728	P33897	"8441467|6795626"	MGI:1349215	RGD:1562128	"X-linked Adrenoleukodystrophy Database|http://www.x-ald.nl|Global Variome shared LOVD|https://databases.lovd.nl/shared/genes/ABCD1|LRG_1017|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1017.xml"		300371					117677					objectId:788										HGNC:61	"ENST00000218104.6|NM_000033.4"
HGNC:66	ABCD2	ATP binding cassette subfamily D member 2	protein-coding gene	gene with protein product	Approved	12q12	12q12	"ALDR|ALDRP"		ALDL1	ATP-binding cassette, sub-family D (ALD), member 2	ATP binding cassette subfamily D	808	1997-10-10		2015-11-13	2020-09-17	225	ENSG00000173208	OTTHUMG00000169337	uc001rmb.3	U28150	NM_005164	CCDS8734	Q9UBJ2	8577752	MGI:1349467	RGD:69244			601081					469896					objectId:789										HGNC:66	"ENST00000308666.4|NM_005164.4"
HGNC:67	ABCD3	ATP binding cassette subfamily D member 3	protein-coding gene	gene with protein product	Approved	1p21.3	01p21.3	"PMP70|ZWS2"	peroxisomal membrane protein 70 kDa	PXMP1	"ATP-binding cassette, sub-family D (ALD), member 3|peroxisomal membrane protein 1 (70kD, Zellweger syndrome)"	"ATP binding cassette subfamily D|GOLD domain containing"	"808|1062"	1992-03-03		2015-11-13	2021-05-26	5825	ENSG00000117528	OTTHUMG00000010717	uc001dqn.5	M81182	NM_002858	"CCDS749|CCDS44175"	P28288	"1301993|8449508"	MGI:1349216	RGD:2007			170995					469898					objectId:790										HGNC:67	"ENST00000370214.9|NM_002858.4"
HGNC:68	ABCD4	ATP binding cassette subfamily D member 4	protein-coding gene	gene with protein product	Approved	14q24.3	14q24.3	"PMP69|P70R|EST352188"		PXMP1L	ATP-binding cassette, sub-family D (ALD), member 4	ATP binding cassette subfamily D	808	1997-10-27		2015-11-13	2021-05-26	5826	ENSG00000119688	OTTHUMG00000171207	uc001xpr.3	AF009746	NM_005050	CCDS9828	O14678	"9266848|9302272"	MGI:1349217	RGD:1307273			603214					315413															HGNC:68	"ENST00000356924.9|NM_005050.4"
HGNC:69	ABCE1	ATP binding cassette subfamily E member 1	protein-coding gene	gene with protein product	Approved	4q31.21	04q31.21	"RLI|OABP|RLI1"	RNase L inhibitor 1	"RNASEL1|RNASELI|RNS4I"	ATP-binding cassette, sub-family E (OABP), member 1	ATP binding cassette subfamily E	809	1995-11-01		2015-11-13	2020-09-17	6059	ENSG00000164163	OTTHUMG00000161478	uc003ijy.4	X74987	NM_002940	CCDS34071	P61221	7539425	MGI:1195458	RGD:1305301			601213																				HGNC:69	"ENST00000296577.9|NM_002940.3"
HGNC:70	ABCF1	ATP binding cassette subfamily F member 1	protein-coding gene	gene with protein product	Approved	6p21.33	06p21.33	EST123147		ABC50	ATP-binding cassette, sub-family F (GCN20), member 1	"ATP binding cassette subfamily F|MicroRNA protein coding host genes"	"810|1691"	1998-04-07		2015-11-13	2020-09-17	23	ENSG00000204574	OTTHUMG00000031094	uc003nql.4	AF027302	NM_001025091	"CCDS34380|CCDS34381"	Q8NE71	9790762	MGI:1351658	RGD:620286			603429																				HGNC:70	"ENST00000326195.13|NM_001025091.2"
HGNC:71	ABCF2	ATP binding cassette subfamily F member 2	protein-coding gene	gene with protein product	Approved	7q36.1	07q36.1	"EST133090|ABC28|M-ABC1|HUSSY-18"			ATP-binding cassette, sub-family F (GCN20), member 2	ATP binding cassette subfamily F	810	1999-10-26		2015-11-13	2020-09-17	10061	ENSG00000033050	OTTHUMG00000154570	uc003wjp.5	AJ005016	NM_005692	CCDS5923	Q9UG63	8894702	MGI:1351657	RGD:1304942			612510																				HGNC:71	"ENST00000287844.7|NM_007189.3"
HGNC:72	ABCF3	ATP binding cassette subfamily F member 3	protein-coding gene	gene with protein product	Approved	3q27.1	03q27.1	EST201864			ATP-binding cassette, sub-family F (GCN20), member 3	ATP binding cassette subfamily F	810	1999-10-26		2015-11-13	2020-09-17	55324	ENSG00000161204	OTTHUMG00000156824	uc003fmz.3	U66685	NM_018358	"CCDS87173|CCDS3254"	Q9NUQ8	8894702	MGI:1351656	RGD:1310468			618967																				HGNC:72	
HGNC:73	ABCG1	ATP binding cassette subfamily G member 1	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	ABC8	ATP-binding cassette transporter 8		ATP-binding cassette, sub-family G (WHITE), member 1	ATP binding cassette subfamily G	811	1999-10-26		2015-11-13	2020-09-17	9619	ENSG00000160179	OTTHUMG00000086791	uc002zaq.4	U34919	NM_207174	"CCDS13682|CCDS13683|CCDS42938|CCDS42937|CCDS13681"	P45844	"8659545|16870176"	MGI:107704	RGD:620294			603076										objectId:791										HGNC:73	"ENST00000398449.8|NM_016818.3"
HGNC:74	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	protein-coding gene	gene with protein product	Approved	4q22.1	04q22.1	"EST157481|MXR|BCRP|ABCP|CD338"			"ATP-binding cassette, sub-family G (WHITE), member 2|ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)"	"Blood group antigens|CD molecules|ATP binding cassette subfamily G"	"454|471|811"	1999-10-26		2015-11-13	2021-05-26	9429	ENSG00000118777	OTTHUMG00000130601	uc003hrg.4	AF103796	NM_004827	"CCDS3628|CCDS58910"	Q9UNQ0	"8894702|9861027"	MGI:1347061	RGD:631345	LRG_823|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_823.xml		603756					469900					objectId:792			CDw338							HGNC:74	"ENST00000237612.8|NM_004827.3"
HGNC:13884	ABCG4	ATP binding cassette subfamily G member 4	protein-coding gene	gene with protein product	Approved	11q23.3	11q23.3	WHITE2	"putative ABC transporter|ATP-binding cassette, subfamily G, member 4"		ATP-binding cassette, sub-family G (WHITE), member 4	ATP binding cassette subfamily G	811	2001-08-16		2015-11-13	2016-10-05	64137	ENSG00000172350	OTTHUMG00000166169	uc031yhk.2	AJ300465	NM_022169	CCDS8415	Q9H172	11435397	MGI:1890594	RGD:1305840			607784										objectId:793										HGNC:13884	"ENST00000619701.5|NM_022169.5"
HGNC:13886	ABCG5	ATP binding cassette subfamily G member 5	protein-coding gene	gene with protein product	Approved	2p21	02p21	STSL	sterolin 1		ATP-binding cassette, sub-family G (WHITE), member 5	ATP binding cassette subfamily G	811	2000-12-12		2015-11-13	2021-05-26	64240	ENSG00000138075	OTTHUMG00000128758	uc002rtn.3	T93792	NM_022436	CCDS1814	Q9H222	"11099417|11452359"	MGI:1351659	RGD:620298	LRG_1181|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1181.xml		605459					117683					objectId:794										HGNC:13886	"ENST00000405322.8|NM_022436.3"
HGNC:13887	ABCG8	ATP binding cassette subfamily G member 8	protein-coding gene	gene with protein product	Approved	2p21	02p21	GBD4	"gallbladder disease 4|sterolin 2"		"ATP-binding cassette, sub-family G (WHITE), member 8 (sterolin 2)|ATP-binding cassette, sub-family G (WHITE), member 8"	ATP binding cassette subfamily G	811	2000-12-12		2015-11-13	2021-05-26	64241	ENSG00000143921	OTTHUMG00000128756	uc002rtq.3	AF320294	NM_022437	CCDS1815	Q9H221	"11099417|17626266"	MGI:1914720	RGD:620300	LRG_1182|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1182.xml		605460					117685					objectId:795										HGNC:13887	"ENST00000272286.4|NM_022437.3"
HGNC:17553	ABHD1	abhydrolase domain containing 1	protein-coding gene	gene with protein product	Approved	2p23.3	02p23.3	"LABH1|FLJ36128"				Abhydrolase domain containing	4	2002-06-20			2014-11-19	84696	ENSG00000143994	OTTHUMG00000097072	uc002rit.4	AK093447	NM_032604	CCDS1736	Q96SE0	11922611	MGI:1931013	RGD:1310988			612195																				HGNC:17553	"ENST00000316470.9|NM_032604.4"
HGNC:18717	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	protein-coding gene	gene with protein product	Approved	15q26.1	15q26.1	LABH2			abhydrolase domain containing 2	Abhydrolase domain containing	4	2002-06-20		2020-01-21	2020-01-21	11057	ENSG00000140526	OTTHUMG00000148684	uc002bnk.2	X12433	NM_007011	CCDS10348	P08910	"27247428|28684316|26989199"	MGI:1914344	RGD:1311389			612196								S33.019		objectId:3147										HGNC:18717	"ENST00000352732.10|NM_152924.5"
HGNC:18718	ABHD3	abhydrolase domain containing 3, phospholipase	protein-coding gene	gene with protein product	Approved	18q11.2	18q11.2	LABH3			abhydrolase domain containing 3	Abhydrolase domain containing	4	2002-06-20		2020-01-21	2020-01-21	171586	ENSG00000158201	OTTHUMG00000179099	uc002ktl.2	AK024880	NM_001308256	"CCDS32802|CCDS77159|CCDS77160"	Q8WU67	21926997	MGI:2147183	RGD:1310655			612197																				HGNC:18718	"ENST00000289119.7|NM_138340.5"
HGNC:20154	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B	protein-coding gene	gene with protein product	Approved	14q11.2	14q11.2	FLJ12816			abhydrolase domain containing 4	Abhydrolase domain containing	4	2002-12-18		2020-01-21	2020-01-21	63874	ENSG00000100439	OTTHUMG00000028686	uc001wgm.4	AK022878	NM_001392009	CCDS9572	Q8TB40	"25853435|16818490"	MGI:1915938	RGD:1311858											S33.013												HGNC:20154	
HGNC:21396	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	protein-coding gene	gene with protein product	Approved	3p21.33	03p21.33	"CGI-58|NCIE2"			abhydrolase domain containing 5	Abhydrolase domain containing	4	2003-06-16		2020-01-21	2021-05-26	51099	ENSG00000011198	OTTHUMG00000133039	uc003cmx.4	AF007132	NM_016006	CCDS2711	Q8WTS1	"11590543|18606822|19801371"	MGI:1914719	RGD:1303237	LRG_1174|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1174.xml		604780					117687			S33.975												HGNC:21396	"ENST00000644371.2|NM_016006.6"
HGNC:21398	ABHD6	abhydrolase domain containing 6, acylglycerol lipase	protein-coding gene	gene with protein product	Approved	3p14.3	03p14.3				abhydrolase domain containing 6	Abhydrolase domain containing	4	2003-06-13		2020-01-21	2020-01-21	57406	ENSG00000163686	OTTHUMG00000159150	uc003djt.5	AF225418	NM_020676	CCDS2887	Q9BV23	"22969151|25504894|26491015|24095738"	MGI:1913332	RGD:1359323			616966										objectId:2919					3.1.1.23					HGNC:21398	"ENST00000478253.6|NM_001320126.2"
HGNC:23759	ABHD8	abhydrolase domain containing 8	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	"FLJ11743|MGC14280|MGC2512"				Abhydrolase domain containing	4	2003-12-08			2016-10-05	79575	ENSG00000127220	OTTHUMG00000182663	uc002ngb.4	AK021805	NM_024527	CCDS12355	Q96I13	12477932	MGI:1918946	RGD:1305693											S33.011												HGNC:23759	"ENST00000247706.4|NM_024527.5"
HGNC:25656	ABHD10	abhydrolase domain containing 10, depalmitoylase	protein-coding gene	gene with protein product	Approved	3q13.2	03q13.2	FLJ11342	Mycophenolic acid acyl-glucuronide esterase, mitochondrial		abhydrolase domain containing 10	Abhydrolase domain containing	4	2005-01-24		2020-01-21	2020-03-09	55347	ENSG00000144827	OTTHUMG00000159280	uc003dyk.6	AL713726	NM_018394	"CCDS63718|CCDS2963"	Q9NUJ1	"22294686|25217485"	MGI:2442422	RGD:1308084			618756								S09.062												HGNC:25656	"ENST00000273359.8|NM_018394.4"
HGNC:16407	ABHD11	abhydrolase domain containing 11	protein-coding gene	gene with protein product	Approved	7q11.23	07q11.23	PP1226		WBSCR21	Williams Beuren syndrome chromosome region 21	Abhydrolase domain containing	4	2001-08-24	2005-01-27	2005-01-24	2019-09-03	83451	ENSG00000106077	OTTHUMG00000130029	uc003tzb.4	AF217971	NM_001145364	"CCDS5558|CCDS47607|CCDS47608|CCDS75615"	Q8NFV4	"28465236|12073013"	MGI:1916008	RGD:1304681											S33.976												HGNC:16407	"ENST00000222800.8|NM_148912.4"
HGNC:15868	ABHD12	abhydrolase domain containing 12, lysophospholipase	protein-coding gene	gene with protein product	Approved	20p11.21	20p11.21	"DKFZP434P106|dJ965G21.2|BEM46L2|ABHD12A"		C20orf22	"chromosome 20 open reading frame 22|abhydrolase domain containing 12"	Abhydrolase domain containing	4	2001-06-21	2006-03-10	2020-01-21	2021-05-26	26090	ENSG00000100997	OTTHUMG00000032121	uc002wus.3	AL117442	NM_015600	"CCDS13172|CCDS42857"	Q8N2K0	"22969151|25290914|30237167|24879289"	MGI:1923442	RGD:1562570			613599					239970			S09.054		objectId:3070					3.1.1.23					HGNC:15868	"ENST00000339157.10|NM_001042472.3"
HGNC:19837	ABHD12B	abhydrolase domain containing 12B	protein-coding gene	gene with protein product	Approved	14q22.1	14q22.1	BEM46L3		C14orf29	chromosome 14 open reading frame 29	Abhydrolase domain containing	4	2002-11-27	2007-04-03	2007-04-03	2018-05-03	145447	ENSG00000131969	OTTHUMG00000140286	uc001wyr.3	BG698443	NM_001206673	"CCDS55916|CCDS9702"	Q7Z5M8		MGI:2685650	RGD:1303145											S09.061												HGNC:19837	"ENST00000337334.7|NM_001206673.2"
HGNC:20293	ABHD13	abhydrolase domain containing 13	protein-coding gene	gene with protein product	Approved	13q33.3	13q33.3	"bA153I24.2|FLJ14906|BEM46L1"		C13orf6	chromosome 13 open reading frame 6	Abhydrolase domain containing	4	2004-04-16	2006-03-10	2006-03-10	2018-05-03	84945	ENSG00000139826	OTTHUMG00000017330	uc001vqq.4	AK027812	NM_032859	CCDS32007	Q7L211		MGI:1916154	RGD:1308317											S09.051												HGNC:20293	"ENST00000375898.4|NM_032859.3"
HGNC:24538	ABHD14A	abhydrolase domain containing 14A	protein-coding gene	gene with protein product	Approved	3p21.2	03p21.2	"DKFZP564O243|DORZ1"				Abhydrolase domain containing	4	2005-03-16			2016-10-05	25864	ENSG00000248487	OTTHUMG00000157818	uc003dco.4	AY358201	NM_015407	CCDS2843	Q9BUJ0		MGI:1915894	RGD:1309721			618771								S33.981												HGNC:24538	"ENST00000273596.8|NM_015407.5"
HGNC:28235	ABHD14B	abhydrolase domain containing 14B	protein-coding gene	gene with protein product	Approved	3p21.2	03p21.2	"MGC15429|CIB"				Abhydrolase domain containing	4	2005-12-22			2015-07-16	84836	ENSG00000114779	OTTHUMG00000157816	uc003dcn.3	AK075112	NM_032750	CCDS2842	Q96IU4		MGI:1923741	RGD:1359649											S33.983												HGNC:28235	"ENST00000361143.10|NM_001146314.2"
HGNC:26971	ABHD15	abhydrolase domain containing 15	protein-coding gene	gene with protein product	Approved	17q11.2	17q11.2					Abhydrolase domain containing	4	2009-04-06			2016-11-09	116236	ENSG00000168792	OTTHUMG00000179721	uc002hed.3	AK056717	NM_198147	CCDS32602	Q6UXT9	12975309	MGI:1914727	RGD:1304598																							HGNC:26971	"ENST00000307201.5|NM_198147.3"
HGNC:13921	ABHD16A	abhydrolase domain containing 16A, phospholipase	protein-coding gene	gene with protein product	Approved	6p21.33	06p21.33	"NG26|D6S82E"		BAT5	"HLA-B associated transcript 5|abhydrolase domain containing 16A"	"Abhydrolase domain containing|MicroRNA protein coding host genes"	"4|1691"	2001-07-13	2010-12-09	2020-01-21	2020-01-21	7920	ENSG00000204427	OTTHUMG00000031177	uc003nvy.3	AF129756	NM_001177515	"CCDS4713|CCDS54988"	O95870	"2911734|2813433|25580854|25290914"	MGI:99476	RGD:1303164			142620								S09.065												HGNC:13921	"ENST00000395952.8|NM_021160.3"
HGNC:16128	ABHD16B	abhydrolase domain containing 16B	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	dJ591C20.1		C20orf135	chromosome 20 open reading frame 135	Abhydrolase domain containing	4	2001-07-17	2010-12-09	2010-12-09	2018-05-03	140701	ENSG00000183260	OTTHUMG00000033010	uc002ygx.3		NM_080622	CCDS13539	Q9H3Z7		MGI:3607711	RGD:1309726																							HGNC:16128	"ENST00000369916.5|NM_080622.4"
HGNC:28756	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	protein-coding gene	gene with protein product	Approved	19p13.3	19p13.3	MGC5244		"C19orf27|FAM108A1"	"chromosome 19 open reading frame 27|family with sequence similarity 108, member A1|abhydrolase domain containing 17A"	"Abhydrolase domain containing|Depalmitoylases"	"4|1749"	2004-03-17	2013-03-15	2020-01-21	2020-01-21	81926	ENSG00000129968	OTTHUMG00000171872	uc002lug.4	BC020512	NM_031213	"CCDS32867|CCDS45902"	Q96GS6	"14702039|26701913|27307232|28521134"	MGI:106388	RGD:1359682			617942								S09.052												HGNC:28756	"ENST00000292577.12|NM_001130111.2"
HGNC:24278	ABHD17B	abhydrolase domain containing 17B, depalmitoylase	protein-coding gene	gene with protein product	Approved	9q21.13	09q21.13	CGI-67		"C9orf77|FAM108B1"	"chromosome 9 open reading frame 77|family with sequence similarity 108, member B1|abhydrolase domain containing 17B"	"Abhydrolase domain containing|Depalmitoylases"	"4|1749"	2004-01-27	2013-03-15	2020-01-21	2020-01-21	51104	ENSG00000107362	OTTHUMG00000020001	uc004ail.4	AF151825	NM_016014	"CCDS35042|CCDS35043"	Q5VST6	"10810093|26701913|27307232|28521134"	MGI:1917816	RGD:1305246			617943								S09.055												HGNC:24278	"ENST00000333421.7|NM_001025780.3"
HGNC:26925	ABHD17C	abhydrolase domain containing 17C, depalmitoylase	protein-coding gene	gene with protein product	Approved	15q25.1	15q25.1			FAM108C1	"family with sequence similarity 108, member C1|abhydrolase domain containing 17C"	"Abhydrolase domain containing|Depalmitoylases"	"4|1749"	2007-04-03	2013-03-15	2020-01-21	2020-01-21	58489	ENSG00000136379		uc002bfu.4		NM_021214	CCDS45323	Q6PCB6	"26701913|27307232|28521134"	MGI:1917428	RGD:1308210			617944								S09.053												HGNC:26925	"ENST00000258884.5|NM_021214.2"
